OrderID,OrderDate,PropertyID,ProductID,Quantity,Sales
820,04-05-2015,14,44,3,165
821,04-05-2015,10,85,1,80
822,04-05-2015,14,33,1,10
823,04-05-2015,10,75,1,25
824,05-05-2015,3,75,3,75
825,05-05-2015,16,21,2,100
826,05-05-2015,11,77,2,80
827,05-05-2015,19,56,1,38
828,05-05-2015,11,66,3,63
829,05-05-2015,8,93,2,170
830,06-05-2015,1,8,3,105
831,06-05-2015,17,20,2,60
832,06-05-2015,4,16,3,120
833,06-05-2015,2,55,1,200
834,06-05-2015,9,64,2,54
835,06-05-2015,11,83,1,60
836,06-05-2015,13,89,3,135
837,06-05-2015,11,86,1,215
838,06-05-2015,15,17,1,18
839,07-05-2015,10,18,3,72
840,07-05-2015,15,65,3,267
841,07-05-2015,7,50,1,33
842,07-05-2015,1,80,1,27
843,08-05-2015,13,1,3,27
844,08-05-2015,7,12,3,87
845,08-05-2015,18,74,1,35
846,08-05-2015,14,13,1,20
847,08-05-2015,8,13,1,20
848,08-05-2015,17,64,1,27
849,08-05-2015,18,75,2,50
850,08-05-2015,9,67,2,20
851,08-05-2015,3,41,2,170
852,08-05-2015,8,93,2,170
853,09-05-2015,17,31,2,40
854,09-05-2015,13,60,1,195
855,09-05-2015,8,48,2,80
856,09-05-2015,20,27,1,8
857,09-05-2015,12,88,3,18
858,09-05-2015,11,21,2,100
859,09-05-2015,7,73,1,15
860,10-05-2015,6,1,1,9
861,10-05-2015,8,43,1,38
862,10-05-2015,17,57,3,210
863,10-05-2015,12,47,2,150
864,10-05-2015,15,59,2,28
865,10-05-2015,17,29,2,12
866,11-05-2015,7,49,2,54
867,11-05-2015,19,54,3,450
868,11-05-2015,8,94,3,210
869,11-05-2015,18,54,2,300
870,11-05-2015,5,5,3,120
871,11-05-2015,20,57,1,70
872,11-05-2015,13,27,1,8
873,11-05-2015,6,90,2,276
874,12-05-2015,4,8,3,105
875,12-05-2015,9,22,1,3
876,12-05-2015,15,93,3,255
877,12-05-2015,13,6,2,80
878,12-05-2015,14,15,2,48
879,12-05-2015,7,86,1,215
880,12-05-2015,2,66,1,21
881,12-05-2015,2,10,3,57
882,12-05-2015,2,4,3,120
883,13-05-2015,19,79,2,206
884,13-05-2015,1,87,2,60
885,13-05-2015,7,6,2,80
886,13-05-2015,12,73,1,15
887,13-05-2015,14,59,3,42
888,13-05-2015,8,58,1,85
889,13-05-2015,6,12,3,87
890,14-05-2015,6,37,1,300
891,14-05-2015,16,56,2,76
892,14-05-2015,8,48,1,40
893,14-05-2015,15,16,1,40
894,14-05-2015,3,7,2,70
895,14-05-2015,12,3,2,6
896,14-05-2015,19,79,3,309
897,14-05-2015,14,44,3,165
898,15-05-2015,14,33,3,30
899,15-05-2015,3,24,1,24
900,15-05-2015,8,6,2,80
901,16-05-2015,7,82,3,180
902,16-05-2015,2,5,1,40
903,16-05-2015,16,70,2,234
904,16-05-2015,11,55,3,600
905,16-05-2015,9,60,1,195
906,16-05-2015,6,75,3,75
907,17-05-2015,16,26,1,13
908,17-05-2015,5,33,1,10
909,17-05-2015,18,8,2,70
910,17-05-2015,7,22,3,9
911,17-05-2015,3,12,3,87
912,17-05-2015,10,5,1,40
913,18-05-2015,13,84,1,75
914,18-05-2015,7,59,2,28
915,18-05-2015,20,92,1,20
916,18-05-2015,9,88,3,18
917,19-05-2015,9,93,1,85
918,19-05-2015,4,52,2,36
919,19-05-2015,16,35,2,50
920,19-05-2015,6,43,2,76
921,19-05-2015,20,36,3,345
922,19-05-2015,3,90,2,276
923,19-05-2015,13,42,2,140
924,19-05-2015,12,12,3,87
925,19-05-2015,15,24,2,48
926,20-05-2015,8,80,3,81
927,20-05-2015,10,40,2,238
928,20-05-2015,3,33,1,10
929,20-05-2015,7,44,3,165
930,20-05-2015,11,46,1,115
931,20-05-2015,11,45,3,306
932,20-05-2015,2,4,3,120
933,21-05-2015,11,67,2,20
934,21-05-2015,16,51,1,85
935,21-05-2015,17,76,2,160
936,21-05-2015,2,26,3,39
937,21-05-2015,4,12,3,87
938,22-05-2015,3,47,3,225
939,22-05-2015,3,85,1,80
940,22-05-2015,10,52,1,18
941,22-05-2015,15,56,1,38
942,22-05-2015,13,90,3,414
943,23-05-2015,20,61,2,16
944,23-05-2015,11,86,1,215
945,23-05-2015,10,78,2,40
946,23-05-2015,9,55,3,600
947,23-05-2015,12,89,3,135
948,23-05-2015,4,52,2,36
949,23-05-2015,3,12,2,58
950,23-05-2015,17,74,1,35
951,23-05-2015,3,3,1,3
952,24-05-2015,1,60,2,390
953,24-05-2015,18,51,1,85
954,24-05-2015,10,27,2,16
955,24-05-2015,8,55,1,200
956,24-05-2015,13,42,3,210
957,25-05-2015,14,40,1,119
958,25-05-2015,5,60,1,195
959,25-05-2015,2,5,2,80
960,25-05-2015,13,57,2,140
961,25-05-2015,16,8,2,70
962,25-05-2015,7,82,2,120
963,25-05-2015,16,47,3,225
964,25-05-2015,20,79,2,206
965,26-05-2015,13,88,2,12
966,26-05-2015,18,12,2,58
967,26-05-2015,2,8,3,105
968,26-05-2015,18,92,1,20
969,26-05-2015,3,25,2,56
970,26-05-2015,10,60,1,195
971,26-05-2015,10,53,3,60
972,26-05-2015,4,47,1,75
973,26-05-2015,9,24,2,48
974,27-05-2015,5,57,2,140
975,27-05-2015,14,46,2,230
976,27-05-2015,9,2,3,15
977,27-05-2015,11,93,2,170
978,27-05-2015,2,53,1,20
979,28-05-2015,13,14,1,15
980,28-05-2015,2,68,2,60
981,28-05-2015,17,62,3,606
982,28-05-2015,6,45,1,102
983,28-05-2015,19,70,3,351
984,28-05-2015,17,4,1,40
985,28-05-2015,13,12,3,87
986,28-05-2015,13,94,3,210
987,29-05-2015,12,5,2,80
988,29-05-2015,12,90,2,276
989,29-05-2015,9,51,3,255
990,29-05-2015,11,7,1,35
991,29-05-2015,18,46,3,345
992,29-05-2015,19,43,2,76
993,29-05-2015,9,58,1,85
994,29-05-2015,19,86,1,215
995,30-05-2015,6,37,3,900
996,30-05-2015,18,82,3,180
997,30-05-2015,20,79,3,309
998,30-05-2015,20,91,1,14
999,30-05-2015,17,64,3,81
1000,30-05-2015,4,23,3,255
1001,30-05-2015,15,37,1,300
1002,30-05-2015,8,45,3,306
1003,30-05-2015,5,24,3,72
1004,30-05-2015,3,7,1,35
1005,30-05-2015,16,52,1,18
1006,31-05-2015,6,54,1,150
1007,31-05-2015,12,91,2,28
1008,31-05-2015,20,38,1,250
1009,31-05-2015,7,45,1,102
1010,31-05-2015,6,79,1,103
1011,31-05-2015,10,11,2,20
1012,31-05-2015,15,24,1,24
1013,01-06-2015,14,39,1,45
1014,01-06-2015,2,13,3,60
1015,01-06-2015,5,44,2,110
1016,01-06-2015,1,19,2,34
1017,01-06-2015,3,31,2,40
1018,01-06-2015,19,1,2,18
1019,01-06-2015,17,20,2,60
1020,01-06-2015,8,32,3,42
1021,02-06-2015,9,6,3,120
1022,02-06-2015,11,64,2,54
1023,02-06-2015,11,49,3,81
1024,02-06-2015,8,67,2,20
1025,02-06-2015,2,6,2,80
1026,02-06-2015,7,19,2,34
1027,02-06-2015,9,66,2,42
1028,02-06-2015,9,70,1,117
1029,02-06-2015,12,39,3,135
1030,02-06-2015,13,62,1,202
1031,03-06-2015,17,80,3,81
1032,03-06-2015,16,89,1,45
1033,03-06-2015,11,11,2,20
1034,03-06-2015,10,26,2,26
1035,03-06-2015,8,60,1,195
1036,03-06-2015,1,85,3,240
1037,03-06-2015,7,47,2,150
1038,03-06-2015,8,72,3,36
1039,04-06-2015,12,2,3,15
1040,04-06-2015,17,67,2,20
1041,04-06-2015,14,73,2,30
1042,04-06-2015,7,79,3,309
1043,04-06-2015,15,3,2,6
1044,04-06-2015,19,7,2,70
1045,04-06-2015,20,39,2,90
1046,04-06-2015,4,94,3,210
1047,04-06-2015,15,37,2,600
1048,05-06-2015,9,86,1,215
1049,05-06-2015,5,40,2,238
1050,05-06-2015,10,16,2,80
1051,05-06-2015,4,79,3,309
1052,05-06-2015,6,57,1,70
1053,05-06-2015,12,1,1,9
1054,05-06-2015,14,66,1,21
1055,05-06-2015,7,60,3,585
1056,05-06-2015,16,62,1,202
1057,06-06-2015,11,35,2,50
1058,06-06-2015,7,89,2,90
1059,07-06-2015,2,9,2,28
1060,07-06-2015,15,30,2,12
1061,07-06-2015,1,49,2,54
1062,07-06-2015,11,55,1,200
1063,07-06-2015,17,88,1,6
1064,08-06-2015,8,6,3,120
1065,08-06-2015,15,26,2,26
1066,08-06-2015,6,87,1,30
1067,09-06-2015,10,36,3,345
1068,09-06-2015,17,81,1,3
1069,09-06-2015,19,54,1,150
1070,09-06-2015,20,24,3,72
1071,09-06-2015,7,20,3,90
1072,09-06-2015,4,48,3,120
1073,09-06-2015,1,41,1,85
1074,09-06-2015,11,74,3,105
1075,10-06-2015,7,26,3,39
1076,10-06-2015,15,9,2,28
1077,10-06-2015,4,4,1,40
1078,10-06-2015,16,37,3,900
1079,10-06-2015,19,38,1,250
1080,11-06-2015,16,50,2,66
1081,11-06-2015,18,86,1,215
1082,11-06-2015,2,18,1,24
1083,11-06-2015,15,2,3,15
1084,11-06-2015,11,87,1,30
1085,11-06-2015,9,62,2,404
1086,11-06-2015,8,1,3,27
1087,12-06-2015,18,7,2,70
1088,12-06-2015,10,37,1,300
1089,12-06-2015,6,33,3,30
1090,12-06-2015,16,14,2,30
1091,13-06-2015,20,79,1,103
1092,13-06-2015,14,7,3,105
1093,13-06-2015,20,30,2,12
1094,13-06-2015,10,79,2,206
1095,13-06-2015,14,38,1,250
1096,13-06-2015,17,82,1,60
1097,13-06-2015,13,34,1,5
1098,14-06-2015,12,72,3,36
1099,14-06-2015,13,3,1,3
1100,14-06-2015,4,30,2,12
1101,14-06-2015,15,57,2,140
1102,14-06-2015,7,39,3,135
1103,14-06-2015,18,60,2,390
1104,14-06-2015,3,24,3,72
1105,14-06-2015,20,15,2,48
1106,14-06-2015,9,61,3,24
1107,15-06-2015,12,19,2,34
1108,15-06-2015,12,54,1,150
1109,15-06-2015,17,54,2,300
1110,16-06-2015,11,4,1,40
1111,16-06-2015,19,15,3,72
1112,16-06-2015,10,54,3,450
1113,16-06-2015,13,14,3,45
1114,16-06-2015,12,27,1,8
1115,16-06-2015,11,18,2,48
1116,16-06-2015,6,31,1,20
1117,17-06-2015,14,85,2,160
1118,17-06-2015,9,13,3,60
1119,17-06-2015,18,51,2,170
1120,17-06-2015,12,7,2,70
1121,17-06-2015,16,6,2,80
1122,17-06-2015,16,18,1,24
1123,18-06-2015,17,10,3,57
1124,18-06-2015,16,77,1,40
1125,18-06-2015,13,81,3,9
1126,18-06-2015,5,49,2,54
1127,18-06-2015,12,13,1,20
1128,18-06-2015,19,3,1,3
1129,18-06-2015,2,7,3,105
1130,18-06-2015,7,69,3,123
1131,18-06-2015,7,80,3,81
1132,18-06-2015,16,24,1,24
1133,18-06-2015,5,79,3,309
1134,18-06-2015,9,91,2,28
1135,19-06-2015,15,77,2,80
1136,19-06-2015,14,59,3,42
1137,19-06-2015,17,61,3,24
1138,19-06-2015,3,72,2,24
1139,19-06-2015,5,35,3,75
1140,19-06-2015,16,14,3,45
1141,19-06-2015,3,61,1,8
1142,20-06-2015,6,63,2,54
1143,20-06-2015,15,22,3,9
1144,20-06-2015,4,94,2,140
1145,20-06-2015,14,34,3,15
1146,20-06-2015,16,17,3,54
1147,20-06-2015,13,80,1,27
1148,20-06-2015,15,80,2,54
1149,20-06-2015,15,56,2,76
1150,20-06-2015,6,25,2,56
1151,21-06-2015,7,37,2,600
1152,21-06-2015,17,87,1,30
1153,21-06-2015,17,74,3,105
1154,21-06-2015,5,60,3,585
1155,21-06-2015,13,12,1,29
1156,21-06-2015,5,78,1,20
1157,21-06-2015,5,73,2,30
1158,21-06-2015,6,9,1,14
1159,22-06-2015,16,29,1,6
1160,22-06-2015,16,19,1,17
1161,22-06-2015,2,34,2,10
1162,22-06-2015,1,43,3,114
1163,22-06-2015,17,33,3,30
1164,23-06-2015,6,50,3,99
1165,23-06-2015,1,49,3,81
1166,23-06-2015,17,46,1,115
1167,23-06-2015,10,67,2,20
1168,24-06-2015,7,36,2,230
1169,24-06-2015,20,62,1,202
1170,24-06-2015,12,91,2,28
1171,24-06-2015,1,31,2,40
1172,24-06-2015,4,6,2,80
1173,24-06-2015,8,33,2,20
1174,24-06-2015,16,34,1,5
1175,24-06-2015,3,12,3,87
1176,24-06-2015,18,16,2,80
1177,25-06-2015,7,47,3,225
1178,25-06-2015,5,48,2,80
1179,25-06-2015,10,86,3,645
1180,25-06-2015,17,28,1,8
1181,25-06-2015,7,42,2,140
1182,25-06-2015,19,61,3,24
1183,25-06-2015,6,86,2,430
1184,26-06-2015,17,61,1,8
1185,26-06-2015,18,64,3,81
1186,26-06-2015,7,46,1,115
1187,26-06-2015,5,81,3,9
1188,26-06-2015,19,6,3,120
1189,26-06-2015,7,69,2,82
1190,26-06-2015,1,53,3,60
1191,27-06-2015,7,48,1,40
1192,27-06-2015,7,74,2,70
1193,27-06-2015,15,16,1,40
1194,27-06-2015,19,11,2,20
1195,27-06-2015,8,75,3,75
1196,27-06-2015,13,71,3,51
1197,28-06-2015,12,77,1,40
1198,28-06-2015,15,57,3,210
1199,28-06-2015,11,27,1,8
1200,28-06-2015,16,51,3,255
1201,28-06-2015,8,15,2,48
1202,28-06-2015,11,42,3,210
1203,28-06-2015,20,44,1,55
1204,28-06-2015,20,78,2,40
1205,29-06-2015,2,53,2,40
1206,29-06-2015,4,27,2,16
1207,29-06-2015,5,5,1,40
1208,29-06-2015,13,77,3,120
1209,29-06-2015,5,51,1,85
1210,29-06-2015,13,6,2,80
1211,30-06-2015,1,58,1,85
1212,30-06-2015,2,49,3,81
1213,30-06-2015,15,46,3,345
1214,30-06-2015,7,51,2,170
1215,30-06-2015,8,49,1,27
1216,30-06-2015,9,46,3,345
1217,30-06-2015,20,81,2,6
1218,30-06-2015,16,44,3,165
1219,30-06-2015,20,49,3,81
1220,30-06-2015,8,21,1,50
1221,01-07-2015,1,94,3,210
1222,01-07-2015,4,2,2,10
1223,01-07-2015,1,45,2,204
1224,01-07-2015,9,41,1,85
1225,02-07-2015,3,85,1,80
1226,02-07-2015,4,5,2,80
1227,02-07-2015,9,8,2,70
1228,02-07-2015,10,55,3,600
1229,03-07-2015,14,59,2,28
1230,03-07-2015,19,30,1,6
1231,03-07-2015,2,28,1,8
1232,03-07-2015,8,56,2,76
1233,04-07-2015,8,46,2,230
1234,04-07-2015,18,62,2,404
1235,04-07-2015,15,13,3,60
1236,04-07-2015,10,60,2,390
1237,04-07-2015,16,92,1,20
1238,04-07-2015,11,71,2,34
1239,04-07-2015,2,89,3,135
1240,04-07-2015,10,57,3,210
1241,04-07-2015,14,45,2,204
1242,05-07-2015,6,50,1,33
1243,05-07-2015,19,29,2,12
1244,05-07-2015,13,93,3,255
1245,05-07-2015,18,91,2,28
1246,05-07-2015,14,75,1,25
1247,05-07-2015,4,79,2,206
1248,05-07-2015,9,90,1,138
1249,06-07-2015,16,44,2,110
1250,06-07-2015,19,11,1,10
1251,06-07-2015,17,71,2,34
1252,06-07-2015,18,66,2,42
1253,07-07-2015,18,68,1,30
1254,07-07-2015,19,84,1,75
1255,07-07-2015,20,53,1,20
1256,07-07-2015,13,21,3,150
1257,07-07-2015,10,58,3,255
1258,08-07-2015,1,31,3,60
1259,08-07-2015,20,9,1,14
1260,08-07-2015,7,76,2,160
1261,08-07-2015,5,51,2,170
1262,08-07-2015,17,43,2,76
1263,08-07-2015,17,65,3,267
1264,08-07-2015,19,64,3,81
1265,08-07-2015,3,44,3,165
1266,08-07-2015,11,60,3,585
1267,09-07-2015,9,45,1,102
1268,09-07-2015,7,26,2,26
1269,09-07-2015,6,43,1,38
1270,09-07-2015,1,43,1,38
1271,09-07-2015,16,20,3,90
1272,09-07-2015,6,73,2,30
1273,09-07-2015,3,74,2,70
1274,09-07-2015,12,61,2,16
1275,10-07-2015,20,50,1,33
1276,10-07-2015,20,67,2,20
1277,10-07-2015,13,5,2,80
1278,10-07-2015,17,91,1,14
1279,10-07-2015,4,47,2,150
1280,10-07-2015,8,12,3,87
1281,10-07-2015,13,57,3,210
1282,10-07-2015,19,47,2,150
1283,10-07-2015,14,69,2,82
1284,10-07-2015,17,10,2,38
1285,10-07-2015,14,63,2,54
1286,10-07-2015,15,59,1,14
1287,11-07-2015,10,57,2,140
1288,11-07-2015,16,62,2,404
1289,11-07-2015,17,46,3,345
1290,11-07-2015,2,60,1,195
1291,11-07-2015,1,23,2,170
1292,11-07-2015,11,1,3,27
1293,11-07-2015,19,70,2,234
1294,11-07-2015,8,10,3,57
1295,11-07-2015,17,68,3,90
1296,11-07-2015,9,71,1,17
1297,12-07-2015,6,70,1,117
1298,12-07-2015,1,93,2,170
1299,12-07-2015,20,43,2,76
1300,12-07-2015,9,58,3,255
1301,12-07-2015,18,42,1,70
1302,12-07-2015,14,94,1,70
1303,13-07-2015,4,24,3,72
1304,13-07-2015,14,87,1,30
1305,13-07-2015,20,79,1,103
1306,13-07-2015,16,19,3,51
1307,13-07-2015,3,3,1,3
1308,13-07-2015,16,21,2,100
1309,13-07-2015,17,72,2,24
1310,13-07-2015,7,29,3,18
1311,13-07-2015,1,6,3,120
1312,14-07-2015,11,39,1,45
1313,14-07-2015,11,77,3,120
1314,14-07-2015,10,88,1,6
1315,14-07-2015,4,44,3,165
1316,14-07-2015,15,70,1,117
1317,14-07-2015,9,8,1,35
1318,14-07-2015,17,64,3,81
1319,15-07-2015,13,83,1,60
1320,15-07-2015,4,3,2,6
1321,15-07-2015,7,20,3,90
1322,15-07-2015,9,81,3,9
1323,15-07-2015,6,89,3,135
1324,16-07-2015,20,91,2,28
1325,16-07-2015,19,4,1,40
1326,16-07-2015,4,32,2,28
1327,16-07-2015,20,1,2,18
1328,17-07-2015,20,13,1,20
1329,17-07-2015,18,6,1,40
1330,17-07-2015,1,63,2,54
1331,17-07-2015,1,40,3,357
1332,17-07-2015,8,5,3,120
1333,17-07-2015,6,39,2,90
1334,18-07-2015,9,62,2,404
1335,18-07-2015,14,1,1,9
1336,18-07-2015,2,57,1,70
1337,18-07-2015,5,26,2,26
1338,18-07-2015,1,84,2,150
1339,18-07-2015,18,60,2,390
1340,18-07-2015,1,47,1,75
1341,19-07-2015,13,9,3,42
1342,19-07-2015,20,3,2,6
1343,19-07-2015,7,31,3,60
1344,19-07-2015,19,32,1,14
1345,19-07-2015,9,48,3,120
1346,19-07-2015,9,62,3,606
1347,19-07-2015,9,35,1,25
1348,19-07-2015,1,34,3,15
1349,19-07-2015,16,2,2,10
1350,20-07-2015,5,21,3,150
1351,20-07-2015,12,29,2,12
1352,20-07-2015,20,13,1,20
1353,20-07-2015,19,12,3,87
1354,21-07-2015,7,31,3,60
1355,21-07-2015,14,32,1,14
1356,21-07-2015,6,38,1,250
1357,21-07-2015,4,22,1,3
1358,21-07-2015,10,87,2,60
1359,21-07-2015,11,26,2,26
1360,21-07-2015,1,22,1,3
1361,21-07-2015,10,54,1,150
1362,21-07-2015,1,24,1,24
1363,22-07-2015,19,49,3,81
1364,22-07-2015,13,19,3,51
1365,22-07-2015,16,2,1,5
1366,22-07-2015,9,29,3,18
1367,22-07-2015,15,87,3,90
1368,22-07-2015,10,42,2,140
1369,22-07-2015,3,50,1,33
1370,22-07-2015,4,82,1,60
1371,23-07-2015,11,76,2,160
1372,23-07-2015,20,19,3,51
1373,23-07-2015,3,89,2,90
1374,23-07-2015,1,11,3,30
1375,23-07-2015,12,56,2,76
1376,23-07-2015,16,59,3,42
1377,23-07-2015,17,94,2,140
1378,23-07-2015,14,41,3,255
1379,23-07-2015,10,44,3,165
1380,23-07-2015,15,17,1,18
1381,24-07-2015,5,17,1,18
1382,24-07-2015,7,24,1,24
1383,24-07-2015,20,1,1,9
1384,24-07-2015,2,94,3,210
1385,24-07-2015,4,63,1,27
1386,24-07-2015,1,87,2,60
1387,25-07-2015,11,65,1,89
1388,25-07-2015,3,57,3,210
1389,25-07-2015,7,15,2,48
1390,25-07-2015,5,84,2,150
1391,25-07-2015,8,65,3,267
1392,25-07-2015,13,87,3,90
1393,25-07-2015,4,18,1,24
1394,25-07-2015,14,85,1,80
1395,26-07-2015,7,94,3,210
1396,26-07-2015,6,54,2,300
1397,26-07-2015,12,62,1,202
1398,26-07-2015,5,14,2,30
1399,26-07-2015,19,1,2,18
1400,26-07-2015,19,47,3,225
1401,26-07-2015,19,64,3,81
1402,27-07-2015,20,40,3,357
1403,27-07-2015,6,94,2,140
1404,27-07-2015,2,25,2,56
1405,27-07-2015,19,70,2,234
1406,27-07-2015,11,28,1,8
1407,27-07-2015,12,5,3,120
1408,27-07-2015,13,42,3,210
1409,27-07-2015,3,21,2,100
1410,27-07-2015,9,49,1,27
1411,28-07-2015,9,53,2,40
1412,28-07-2015,6,58,1,85
1413,28-07-2015,11,77,3,120
1414,29-07-2015,10,65,2,178
1415,29-07-2015,7,36,1,115
1416,29-07-2015,17,84,3,225
1417,29-07-2015,14,81,1,3
1418,29-07-2015,11,84,3,225
1419,29-07-2015,16,17,2,36
1420,29-07-2015,13,51,2,170
1421,30-07-2015,9,78,3,60
1422,30-07-2015,4,45,1,102
1423,30-07-2015,11,49,3,81
1424,30-07-2015,2,90,2,276
1425,30-07-2015,4,21,1,50
1426,30-07-2015,4,30,3,18
1427,30-07-2015,3,79,1,103
1428,31-07-2015,18,82,3,180
1429,31-07-2015,4,15,1,24
1430,31-07-2015,11,51,3,255
1431,31-07-2015,2,88,1,6
1432,31-07-2015,10,68,1,30
1433,01-08-2015,6,78,3,60
1434,01-08-2015,13,65,3,267
1435,01-08-2015,10,17,2,36
1436,01-08-2015,20,59,2,28
1437,01-08-2015,4,20,1,30
1438,01-08-2015,6,32,2,28
1439,02-08-2015,6,92,2,40
1440,02-08-2015,6,75,2,50
1441,03-08-2015,17,70,1,117
1442,03-08-2015,17,91,3,42
1443,03-08-2015,19,27,2,16
1444,03-08-2015,17,74,3,105
1445,03-08-2015,13,19,2,34
1446,04-08-2015,16,31,1,20
1447,04-08-2015,15,11,2,20
1448,04-08-2015,6,5,1,40
1449,04-08-2015,15,70,2,234
1450,05-08-2015,11,16,1,40
1451,05-08-2015,1,18,1,24
1452,05-08-2015,13,79,3,309
1453,05-08-2015,20,29,3,18
1454,05-08-2015,6,87,2,60
1455,05-08-2015,16,72,2,24
1456,05-08-2015,20,29,1,6
1457,05-08-2015,8,90,3,414
1458,05-08-2015,19,87,1,30
1459,06-08-2015,6,15,1,24
1460,06-08-2015,11,91,3,42
1461,06-08-2015,4,12,1,29
1462,06-08-2015,8,31,3,60
1463,06-08-2015,20,61,2,16
1464,06-08-2015,7,41,3,255
1465,06-08-2015,20,27,3,24
1466,06-08-2015,9,70,1,117
1467,07-08-2015,14,52,2,36
1468,07-08-2015,20,4,3,120
1469,07-08-2015,17,49,3,81
1470,07-08-2015,11,16,1,40
1471,08-08-2015,13,8,3,105
1472,08-08-2015,2,38,1,250
1473,08-08-2015,19,47,2,150
1474,08-08-2015,15,3,3,9
1475,08-08-2015,12,20,2,60
1476,08-08-2015,5,66,2,42
1477,08-08-2015,3,54,3,450
1478,09-08-2015,12,55,2,400
1479,09-08-2015,8,45,3,306
1480,09-08-2015,5,79,3,309
1481,09-08-2015,18,10,1,19
1482,10-08-2015,20,39,1,45
1483,10-08-2015,2,69,2,82
1484,10-08-2015,1,1,2,18
1485,10-08-2015,17,87,1,30
1486,10-08-2015,14,52,1,18
1487,10-08-2015,8,2,3,15
1488,10-08-2015,20,18,3,72
1489,10-08-2015,3,84,2,150
1490,10-08-2015,6,55,1,200
1491,11-08-2015,9,49,3,81
1492,11-08-2015,12,79,1,103
1493,11-08-2015,17,28,3,24
1494,11-08-2015,13,8,2,70
1495,11-08-2015,10,5,3,120
1496,11-08-2015,3,83,2,120
1497,11-08-2015,16,54,2,300
1498,11-08-2015,16,65,2,178
1499,11-08-2015,19,75,1,25
1500,11-08-2015,14,65,1,89
1501,12-08-2015,18,21,1,50
1502,12-08-2015,13,3,3,9
1503,12-08-2015,6,54,2,300
1504,12-08-2015,9,76,1,80
1505,12-08-2015,6,38,3,750
1506,12-08-2015,17,77,1,40
1507,12-08-2015,18,60,2,390
1508,12-08-2015,6,33,2,20
1509,12-08-2015,10,59,2,28
1510,12-08-2015,17,78,1,20
1511,12-08-2015,1,54,1,150
1512,13-08-2015,6,50,3,99
1513,13-08-2015,5,82,3,180
1514,13-08-2015,11,45,1,102
1515,13-08-2015,7,40,3,357
1516,13-08-2015,12,30,3,18
1517,13-08-2015,14,86,2,430
1518,13-08-2015,7,53,3,60
1519,13-08-2015,12,19,3,51
1520,13-08-2015,1,4,3,120
1521,13-08-2015,5,30,2,12
1522,14-08-2015,19,55,2,400
1523,14-08-2015,4,16,1,40
1524,14-08-2015,11,11,2,20
1525,14-08-2015,3,82,3,180
1526,14-08-2015,14,78,2,40
1527,14-08-2015,1,7,3,105
1528,14-08-2015,8,72,3,36
1529,14-08-2015,18,78,1,20
1530,15-08-2015,19,52,2,36
1531,15-08-2015,20,52,3,54
1532,15-08-2015,1,85,3,240
1533,15-08-2015,8,10,2,38
1534,15-08-2015,18,31,1,20
1535,15-08-2015,13,91,1,14
1536,15-08-2015,12,19,2,34
1537,15-08-2015,2,41,2,170
1538,15-08-2015,6,32,3,42
1539,16-08-2015,16,94,2,140
1540,16-08-2015,20,6,1,40
1541,16-08-2015,15,48,2,80
1542,16-08-2015,6,17,2,36
1543,16-08-2015,18,75,1,25
1544,16-08-2015,5,45,1,102
1545,16-08-2015,1,61,3,24
1546,16-08-2015,20,70,1,117
1547,16-08-2015,20,60,2,390
1548,16-08-2015,1,38,3,750
1549,16-08-2015,14,25,1,28
1550,16-08-2015,6,41,1,85
1551,17-08-2015,3,93,1,85
1552,17-08-2015,11,35,2,50
1553,17-08-2015,10,74,2,70
1554,17-08-2015,2,52,3,54
1555,17-08-2015,2,1,3,27
1556,17-08-2015,14,31,1,20
1557,17-08-2015,20,14,1,15
1558,17-08-2015,16,52,2,36
1559,17-08-2015,19,13,3,60
1560,17-08-2015,1,76,2,160
1561,18-08-2015,1,92,2,40
1562,18-08-2015,4,79,2,206
1563,18-08-2015,7,14,3,45
1564,18-08-2015,10,1,1,9
1565,18-08-2015,2,9,3,42
1566,18-08-2015,6,88,1,6
1567,18-08-2015,18,80,2,54
1568,18-08-2015,2,31,3,60
1569,18-08-2015,13,33,2,20
1570,19-08-2015,17,18,1,24
1571,19-08-2015,10,87,3,90
1572,19-08-2015,3,49,2,54
1573,19-08-2015,20,87,3,90
1574,19-08-2015,19,25,3,84
1575,19-08-2015,1,37,2,600
1576,20-08-2015,14,45,3,306
1577,20-08-2015,6,79,1,103
1578,20-08-2015,7,6,3,120
1579,20-08-2015,17,27,2,16
1580,20-08-2015,17,65,1,89
1581,20-08-2015,20,37,2,600
1582,20-08-2015,17,85,2,160
1583,20-08-2015,6,13,1,20
1584,20-08-2015,20,69,1,41
1585,20-08-2015,6,78,2,40
1586,20-08-2015,19,88,2,12
1587,20-08-2015,20,82,3,180
1588,20-08-2015,10,88,1,6
1589,21-08-2015,13,51,1,85
1590,21-08-2015,17,93,1,85
1591,21-08-2015,12,69,1,41
1592,21-08-2015,8,50,3,99
1593,21-08-2015,11,45,1,102
1594,21-08-2015,8,77,1,40
1595,22-08-2015,9,42,3,210
1596,22-08-2015,14,88,2,12
1597,22-08-2015,6,44,3,165
1598,22-08-2015,17,41,3,255
1599,22-08-2015,11,90,2,276
1600,22-08-2015,11,61,2,16
1601,23-08-2015,19,8,2,70
1602,23-08-2015,8,26,2,26
1603,23-08-2015,5,85,3,240
1604,23-08-2015,15,23,1,85
1605,23-08-2015,1,73,1,15
