Cust_id,Gender,Tenure,NumberofProducts,HasCreditCard,IsActiveMember,Churn
15613189,0,2,1,1,0,1
15661734,1,8,2,1,0,0
15592645,1,4,2,0,0,0
15768387,1,8,2,0,0,0
15792525,0,1,1,1,1,1
15586976,0,6,1,1,0,1
15790659,1,7,2,0,1,0
15691446,1,10,2,1,1,0
15772632,0,1,2,1,0,0
15706587,1,0,2,0,1,0
15572461,0,4,2,0,0,0
15654409,0,5,1,1,1,0
15568025,1,8,1,1,1,0
15715769,1,2,1,0,1,0
15667458,1,10,1,1,0,0
15567980,0,5,1,0,1,1
15679294,0,10,2,1,0,0
15606507,1,5,2,1,0,0
15578825,0,0,1,1,0,0
15619935,0,9,1,1,1,0
15636089,0,1,1,0,0,1
15727490,1,5,1,0,1,1
15591766,0,4,1,0,1,0
15641629,0,1,2,0,1,0
15813303,1,10,2,1,1,0
15756920,1,9,1,0,0,1
15726403,1,1,1,1,0,1
15592765,1,8,1,1,1,0
15704442,0,9,4,1,1,1
15641136,1,2,2,0,1,0
15725818,1,4,1,1,1,0
15612071,0,10,1,0,1,0
15719809,1,3,2,0,0,0
15716518,0,4,2,0,0,0
15742210,1,9,1,1,1,0
15630617,1,6,1,1,1,1
15720838,0,3,1,0,1,0
15595537,1,9,2,1,0,0
15623196,1,6,1,1,1,0
15679249,0,4,1,1,0,1
15693199,0,8,2,1,0,1
15661219,1,10,2,1,0,0
15617136,0,9,1,1,1,0
15760294,0,8,1,1,0,1
15652808,0,5,1,1,0,0
15657139,0,8,2,0,1,0
15803790,1,2,2,1,1,0
15764105,0,1,2,1,0,0
15672610,1,4,1,0,0,0
15766896,1,3,2,1,0,0
15587735,1,6,1,1,1,0
15659501,0,6,1,0,1,0
15745001,0,7,2,1,0,0
15651140,0,3,1,1,0,0
15571148,0,1,2,0,0,0
15776824,1,6,1,1,1,0
15633141,0,4,1,1,0,0
15764174,0,4,2,1,1,0
15778155,0,3,1,1,1,1
15715920,1,10,1,1,1,0
15671917,1,5,1,1,1,0
15666548,0,2,3,1,0,1
15625623,0,4,2,0,1,0
15748123,1,3,2,1,1,0
15648735,1,8,2,1,1,0
15634974,0,8,4,0,1,1
15713378,1,10,2,0,0,0
15753370,0,5,1,1,0,0
15782659,1,0,1,1,0,0
15583364,0,6,1,0,0,0
15625942,0,0,2,0,0,0
15720284,0,4,1,0,0,0
15679642,1,8,2,1,1,0
15628007,1,1,2,0,0,0
15661974,1,2,1,1,1,0
15689341,0,10,4,1,0,1
15607993,0,2,1,1,1,0
15693267,0,7,1,1,0,0
15769522,1,1,1,1,1,0
15755825,1,10,2,1,0,0
15598175,0,4,2,1,0,0
15744327,1,4,1,1,0,1
15798666,0,6,2,1,1,0
15577064,1,2,2,1,0,0
15759436,0,2,3,1,1,1
15690231,0,0,2,1,1,0
15751561,1,7,1,1,0,1
15739068,1,4,2,1,1,0
15758056,1,1,2,0,0,0
15742269,0,1,2,1,0,0
15726490,1,4,1,1,1,1
15738411,1,10,1,0,1,0
15727919,0,6,2,0,0,0
15709396,1,6,2,1,1,0
15654106,1,8,2,0,1,0
15621653,0,10,1,1,1,0
15598086,0,3,1,1,0,1
15752300,1,4,1,1,1,0
15658693,0,2,2,0,1,0
15631838,1,5,2,0,1,0
15803804,0,5,1,1,0,0
15578809,1,1,2,0,0,1
15752026,1,3,1,0,1,1
15723706,0,0,1,1,0,0
15752838,1,6,2,1,1,0
15569571,0,6,2,1,0,1
15769703,0,8,1,0,0,1
15679770,0,3,4,0,1,1
15791102,1,9,3,1,1,1
15655192,0,1,2,0,1,0
15709487,1,5,2,0,0,0
15687130,0,0,1,1,1,0
15755178,1,1,3,1,1,1
15634772,0,0,1,0,1,0
15617197,1,4,2,1,1,1
15631240,0,8,2,1,1,1
15784301,1,0,2,1,0,0
15631310,0,3,1,1,1,0
15756560,0,7,2,1,0,0
15732270,1,8,1,1,1,1
15739357,1,2,1,0,0,0
15771540,1,9,1,1,0,0
15567486,0,4,2,1,1,0
15714634,1,4,2,1,0,0
15727021,0,8,2,1,1,0
15650670,0,2,2,1,0,0
15711834,0,6,1,0,0,1
15729763,1,1,1,1,1,0
15646566,0,9,1,0,1,0
15645463,0,5,2,1,1,0
15672144,0,6,1,1,1,1
15596088,0,4,2,0,1,0
15614878,0,6,1,1,1,0
15635240,1,1,2,0,0,0
15775905,0,6,1,1,1,1
15700657,0,2,1,1,0,0
15611905,0,5,1,1,0,0
15652527,1,7,1,0,1,0
15785865,1,9,2,1,1,0
15645942,1,2,2,1,1,0
15688691,0,9,2,0,1,1
15592736,1,5,1,1,0,1
15673529,1,4,2,1,0,0
15724145,1,8,1,1,0,0
15704629,0,1,1,0,1,0
15597896,1,0,1,1,0,1
15731790,0,6,1,1,1,1
15634719,1,0,2,1,0,0
15703205,0,5,2,1,1,0
15567333,0,7,2,1,0,0
15754537,1,0,1,0,0,0
15612030,1,9,2,1,1,0
15573242,1,6,1,1,1,0
15601892,1,8,2,0,1,0
15663885,1,5,1,1,1,0
15701096,1,8,1,1,0,0
15710450,1,7,1,1,1,0
15790846,1,2,1,1,1,0
15658956,1,6,2,1,1,0
15755223,1,7,2,0,0,0
15787318,0,6,1,1,0,1
15737310,1,10,1,1,0,0
15763665,0,4,2,0,0,0
15668818,0,2,1,1,1,0
15765812,1,1,2,1,1,0
15704844,1,7,1,0,1,0
15744582,0,10,3,1,0,1
15616700,0,9,2,1,1,0
15683521,1,0,2,1,0,0
15583049,0,7,1,0,1,0
15643752,1,5,1,1,0,0
15620398,0,5,2,1,0,0
15715707,1,3,2,1,1,0
15814209,1,1,1,1,0,0
15733768,1,1,1,1,1,0
15755242,0,2,1,1,1,0
15729412,1,4,1,1,1,0
15746564,1,3,1,1,1,0
15588446,1,3,2,0,0,0
15665221,1,7,2,0,1,0
15640846,0,3,4,1,0,1
15700209,1,9,1,1,1,0
15658360,1,9,2,0,0,0
15602735,1,6,4,0,1,1
15724834,0,1,2,0,0,0
15800062,1,8,1,0,0,1
15685300,1,6,2,1,0,0
15760102,0,5,1,1,0,0
15787026,1,0,2,1,1,0
15653696,0,9,2,0,0,0
15788946,0,3,1,0,0,0
15600724,1,5,1,1,0,0
15574324,0,2,2,0,1,0
15707144,1,6,2,1,0,0
15775891,1,2,1,1,1,1
15711789,0,3,1,0,0,1
15600879,0,3,2,1,0,0
15681196,1,1,1,1,1,0
15716000,1,2,2,1,1,0
15766776,1,1,1,1,1,0
15680278,0,9,1,1,0,1
15688637,0,4,2,1,1,0
15591179,1,2,2,1,1,0
15677435,0,0,2,1,0,0
15698619,1,9,2,1,1,0
15581036,0,3,2,1,0,1
15622117,0,8,2,1,0,0
15599301,0,6,1,0,1,0
15581548,0,5,1,1,0,0
15586870,1,4,1,1,1,0
15735263,1,5,1,0,1,0
15765322,1,5,2,1,1,0
15582944,0,5,2,1,0,0
15687162,1,9,1,0,0,1
15644962,1,4,1,1,1,0
15612615,0,6,2,1,0,0
15813439,1,5,1,1,0,0
15604544,1,4,2,0,1,0
15761348,0,0,2,1,0,0
15785078,1,3,1,1,0,0
15759874,1,3,1,1,0,1
15643658,1,2,2,1,0,0
15713267,0,5,2,0,1,0
15737782,1,9,1,1,1,0
15815490,1,2,3,0,0,1
15679410,0,4,1,1,0,1
15756241,0,2,1,1,1,0
15688409,0,2,1,1,0,1
15742272,0,8,1,0,0,1
15717898,1,2,1,0,1,0
15769582,1,3,2,1,1,0
15635660,1,9,1,1,0,1
15576723,0,7,2,1,1,0
15591577,1,3,1,1,1,0
15582325,1,2,1,1,0,1
15693947,0,5,2,1,0,0
15760446,0,9,1,0,1,1
15611105,1,7,2,0,1,0
15630920,1,2,2,0,0,0
15574910,1,2,1,1,0,0
15756472,1,7,1,1,0,0
15682890,1,5,2,1,1,0
15641994,1,1,1,1,0,1
15733297,0,10,1,1,1,0
15767793,0,10,2,1,0,0
15725698,0,4,1,1,1,0
15813532,0,5,2,1,0,0
15576760,1,5,2,0,0,0
15732102,0,3,2,1,0,0
15739046,0,9,1,0,1,0
15631927,0,7,2,0,0,0
15672115,1,6,2,1,1,0
15618765,0,0,1,0,1,0
15679148,1,3,2,0,0,0
15728474,1,4,1,1,1,0
15636999,1,8,1,0,1,1
15754261,1,2,2,1,0,0
15629150,0,1,2,1,0,0
15736274,1,8,2,0,0,0
15627697,1,2,2,0,1,0
15721585,1,3,2,0,1,0
15639946,0,8,3,1,0,1
15792176,0,0,1,1,1,0
15699450,1,7,2,1,1,0
15729954,0,5,3,1,0,1
15600103,0,8,1,1,1,0
15786200,1,4,2,1,0,0
15797010,0,2,2,1,0,0
15670172,0,4,1,0,1,0
15627352,1,7,1,1,0,1
15622494,1,2,2,0,0,0
15585835,0,4,2,1,0,0
15595071,1,9,1,1,1,0
15628203,0,3,1,0,0,0
15667190,0,1,1,1,1,0
15780212,1,4,1,0,0,0
15766869,1,1,2,1,1,0
15775741,0,9,2,1,1,0
15628170,0,9,1,1,0,0
15701318,1,9,1,0,1,0
15710928,0,8,1,1,1,0
15682547,1,1,1,0,1,0
15631170,1,3,2,1,1,0
15648702,1,6,2,1,1,0
15783444,0,3,1,0,1,0
15809178,0,9,1,1,0,1
15806688,0,8,3,0,1,1
15576824,0,3,3,1,1,1
15675422,0,9,1,1,1,0
15681550,0,8,1,1,1,0
15812628,0,8,1,1,0,0
15597951,0,4,1,1,1,0
15807045,0,3,1,0,0,0
15581748,1,2,2,1,1,0
15770420,1,10,2,1,1,0
15608230,1,1,2,1,0,0
15730339,1,3,1,0,0,0
15712584,0,7,2,1,1,0
15592816,0,1,1,1,0,1
15641480,1,5,1,1,0,0
15708505,0,7,2,0,1,0
15791131,0,2,1,1,0,0
15618225,1,8,2,1,0,0
15644724,1,4,2,0,1,0
15662098,1,3,3,0,0,1
15723894,1,7,1,0,0,0
15787699,1,4,1,1,1,0
15687738,0,8,2,1,0,0
15576126,0,2,1,1,1,0
15658889,1,4,1,1,0,1
15667046,1,7,1,1,0,0
15669957,1,9,1,1,1,0
15655794,1,8,2,1,1,0
15599829,0,10,2,1,1,0
15753332,1,8,1,1,0,1
15671124,1,6,1,1,1,0
15767474,0,9,3,1,1,1
15720671,1,8,2,1,1,0
15626787,0,8,1,0,0,1
15774491,0,6,2,0,0,0
15579647,1,0,1,1,1,0
15625522,1,7,2,0,1,0
15765806,1,1,1,1,1,0
15566708,0,4,2,1,0,1
15668347,1,6,2,0,0,0
15575214,1,7,1,1,0,0
15591123,1,2,1,1,1,0
15573280,1,6,2,1,1,0
15589018,1,3,2,1,1,0
15654495,0,6,1,1,1,0
15597265,1,7,2,0,1,0
15733876,1,9,2,1,1,0
15677217,1,1,1,1,1,0
15747265,0,10,1,1,1,0
15713379,1,4,2,1,1,0
15730433,0,1,1,1,0,1
15693347,0,5,2,1,1,0
15715465,1,7,1,1,0,0
15680736,0,6,2,1,1,0
15610765,1,1,2,0,0,0
15650034,0,1,1,1,1,0
15782468,1,3,2,1,1,1
15685109,1,7,2,0,0,0
15776233,0,8,1,1,0,1
15761141,0,10,2,1,1,0
15781702,1,9,2,0,1,0
15790235,1,8,2,1,1,0
15641416,0,9,2,1,1,1
15775234,1,8,2,0,0,0
15659475,0,6,2,0,0,0
15642202,0,5,2,0,1,0
15771417,1,7,1,0,0,1
15585100,0,9,1,1,0,1
15700487,1,6,3,1,0,1
15726589,1,1,1,1,0,0
15747503,1,0,1,1,0,1
15595883,1,4,1,1,1,0
15663826,0,3,1,1,1,0
15742820,0,2,2,0,1,0
15624793,1,5,1,1,0,0
15597930,1,8,1,0,0,1
15665110,0,7,1,0,1,0
15770719,0,6,1,1,1,0
15731327,1,2,2,0,1,0
15576044,1,6,1,1,0,0
15775662,1,8,1,1,0,0
15646817,1,9,2,1,0,0
15596060,1,8,1,1,1,0
15723299,1,4,1,1,1,1
15636982,0,7,1,1,1,0
15751175,0,2,2,1,1,0
15618936,0,5,1,1,0,1
15787529,1,0,1,1,0,1
15780128,1,3,2,1,0,0
15615991,1,7,1,1,1,0
15757001,0,2,2,1,1,0
15595388,0,10,2,1,1,0
15699550,0,9,2,1,1,0
15581620,1,2,3,1,1,0
15600934,0,7,1,1,0,1
15738672,0,2,2,1,0,0
15721307,1,1,2,1,0,0
15619280,1,4,2,1,0,0
15768244,0,8,2,1,1,0
15806837,1,4,1,1,0,0
15643496,0,5,2,1,0,0
15813916,0,1,1,1,1,0
15626385,0,10,2,1,1,0
15603582,0,3,1,1,0,0
15764351,0,5,1,0,1,0
15667938,1,9,2,1,1,0
15576360,1,1,1,1,1,0
15628813,0,4,1,1,0,0
15584190,1,7,2,0,1,0
15716449,1,9,1,0,0,0
15759913,1,6,2,1,1,0
15701555,1,1,2,0,1,0
15758482,0,0,2,0,0,0
15758171,1,4,1,1,1,0
15680346,1,8,1,1,0,0
15649124,1,9,1,0,0,0
15812917,1,6,2,1,1,0
15768455,1,8,2,1,1,0
15703059,0,6,1,0,1,0
15646196,0,2,2,0,0,0
15585451,0,1,1,1,1,0
15714057,1,4,2,1,0,0
15748473,1,5,2,1,0,0
15785782,1,2,1,1,1,1
15693233,1,6,2,1,1,0
15757521,1,2,1,0,1,0
15812513,1,10,1,1,0,1
15674950,1,4,2,1,0,0
15678572,1,7,2,1,0,1
15713608,0,5,2,1,1,0
15579262,1,9,1,0,0,0
15610426,0,5,1,0,1,0
15776454,0,5,1,1,0,1
15771483,1,6,2,1,1,0
15648489,1,4,1,1,1,1
15646609,1,1,1,0,0,0
15693203,0,5,2,1,1,0
15813067,0,3,1,1,0,1
15769829,1,3,2,0,1,0
15662434,1,3,2,0,0,0
15773503,1,4,2,1,0,0
15705890,1,7,1,1,0,0
15711398,0,6,2,1,0,0
15752375,1,8,1,0,0,0
15659175,0,9,2,1,0,0
15597033,1,8,1,1,1,0
15590228,1,6,1,1,1,0
15631848,0,9,1,1,1,0
15654211,0,1,1,0,1,0
15707968,1,8,2,1,0,1
15594084,1,9,2,1,0,0
15651093,0,1,2,0,1,0
15798824,1,0,2,1,0,0
15671591,1,3,4,1,0,1
15707189,0,1,1,1,1,0
15733581,1,9,1,1,0,0
15641640,0,7,1,1,0,0
15585284,0,7,1,1,1,0
15617866,1,5,2,1,1,0
15667751,0,1,1,1,0,0
15669411,0,6,1,1,0,1
15789425,0,8,2,1,0,1
15570943,0,2,1,1,1,0
15685829,1,3,2,1,1,0
15721917,0,8,1,1,1,0
15776047,0,3,2,0,1,0
15716024,1,5,2,1,0,0
15675328,0,6,2,1,0,0
15604314,0,1,1,1,0,0
15658339,1,2,2,1,1,0
15630402,0,9,1,0,1,0
15689616,1,5,1,0,0,0
15774224,0,5,2,1,0,0
15701291,1,3,2,1,0,0
15719606,1,9,2,0,0,0
15644119,1,3,1,1,1,0
15646859,1,7,1,1,1,0
15606836,0,2,1,0,1,0
15664150,0,9,2,1,0,0
15624510,1,6,1,1,0,1
15810944,0,7,2,1,0,0
15668575,0,8,3,0,1,1
15603246,1,2,2,1,1,0
15804002,0,1,1,1,1,0
15728773,0,7,2,1,1,0
15598044,0,3,1,1,1,0
15694829,1,7,1,0,1,0
15600575,1,6,2,1,0,0
15727311,0,0,2,1,1,0
15570769,1,9,1,1,1,0
15606274,1,6,2,1,1,0
15746139,1,2,1,0,0,0
15704987,0,8,1,1,0,0
15628972,1,1,3,1,1,1
15697686,0,6,2,1,1,0
15733883,1,7,2,0,0,0
15617482,0,1,1,1,0,1
15704583,1,2,1,1,0,1
15621083,1,6,2,1,1,1
15649487,0,4,2,1,0,1
15736760,0,9,1,0,0,0
15714658,0,4,2,1,1,0
15599081,0,8,1,1,1,0
15705113,1,6,1,0,0,0
15631159,1,4,2,1,1,0
15792818,0,6,1,1,0,0
15633531,0,9,1,1,1,0
15744529,1,8,2,1,1,0
15669656,1,6,1,1,1,0
15581198,0,0,1,1,0,1
15729054,1,4,1,1,1,0
15573452,1,7,1,1,0,0
15776733,0,7,2,1,0,0
15724858,0,9,1,1,0,1
15713144,1,8,1,1,0,0
15690188,1,7,1,1,1,1
15689425,1,8,2,1,0,0
15671766,1,10,1,1,1,0
15782806,1,6,2,1,0,0
15764419,1,5,2,1,1,0
15591915,0,2,1,0,1,1
15772798,0,5,2,1,1,0
15792008,0,9,2,0,1,0
15715541,0,9,1,1,1,0
15639277,0,9,1,0,0,0
15798850,1,7,2,1,0,0
15776348,1,4,1,0,0,1
15727696,1,1,2,1,1,0
15793813,1,7,1,0,1,0
15694395,0,1,2,0,0,0
15764195,1,4,1,1,1,0
15744919,0,0,1,1,1,0
15671655,1,7,2,1,1,1
15654901,1,10,1,1,0,0
15649136,0,6,2,1,1,0
15775562,0,5,2,1,0,0
15807481,0,1,1,1,1,0
15642885,1,8,2,1,0,0
15789109,0,10,1,1,1,1
15814004,1,2,2,0,1,0
15673619,1,9,1,1,0,0
15595135,0,7,1,1,0,0
15583681,1,7,2,1,1,0
15605000,1,9,3,1,1,1
15718071,0,3,2,0,1,0
15679760,1,1,2,0,0,0
15654574,1,5,2,1,0,0
15577178,1,5,1,1,0,1
15595324,0,5,3,0,0,1
15756932,0,7,2,1,1,0
15726358,1,7,2,0,0,0
15595228,1,7,1,0,1,1
15782530,1,2,1,1,0,0
15592877,1,9,1,1,0,0
15651983,0,9,1,1,1,1
15746737,1,9,1,1,1,0
15774179,1,6,2,1,1,0
15667265,1,4,1,1,1,0
15655123,0,9,3,1,0,1
15595917,0,1,1,0,1,0
15668385,1,1,1,1,1,0
15709476,0,3,2,1,0,0
15711218,1,2,2,1,0,0
15798659,0,3,2,1,0,0
15663939,1,8,1,1,1,0
15694946,1,9,2,1,1,0
15631912,1,8,1,1,0,0
15768816,1,0,2,1,0,0
15682268,0,1,1,0,0,1
15684801,1,1,3,1,0,1
15636428,0,1,1,1,0,1
15809823,1,2,1,0,0,0
15699284,1,8,1,1,0,0
15786993,0,5,2,0,1,0
15709441,0,8,1,1,1,0
15710257,0,3,1,0,1,0
15582492,0,2,1,1,0,0
15575694,0,7,2,1,0,0
15756820,0,7,1,0,1,0
15766289,1,5,2,1,0,0
15593014,1,1,1,0,1,0
15584545,0,5,2,0,1,0
15675949,0,4,2,1,1,0
15672091,0,2,2,0,0,0
15801658,1,6,1,0,1,0
15706185,1,5,2,1,1,0
15789863,1,4,2,1,0,0
15720943,0,1,1,1,0,1
15697997,1,5,1,0,1,1
15665416,1,10,1,0,1,0
15660200,1,1,2,1,1,0
15619653,1,2,1,1,0,1
15773447,1,8,1,1,0,0
15739160,0,9,1,1,0,0
15689237,0,4,2,1,0,0
15679297,1,3,1,1,0,0
15591433,1,8,2,1,0,0
15642725,1,10,1,0,1,0
15701962,0,2,2,1,0,0
15811613,0,8,1,1,0,0
15741049,1,7,2,1,1,0
15724423,0,6,2,0,0,0
15574305,1,3,1,1,1,0
15678168,0,7,2,1,1,0
15697020,1,2,1,1,0,0
15610801,1,5,1,0,1,0
15745232,0,6,2,1,1,0
15722758,1,7,2,0,0,0
15792102,0,3,1,0,0,0
15675185,0,2,2,1,1,0
15801247,1,10,2,1,0,0
15725660,1,1,1,0,0,0
15638963,0,4,1,1,1,0
15800061,0,3,3,1,0,1
15578006,0,10,2,1,1,0
15668504,1,2,1,1,1,0
15687491,1,9,1,0,0,1
15610403,1,1,2,1,0,0
15741094,1,1,2,1,1,0
15807909,1,9,2,1,0,0
15666141,0,8,2,1,1,0
15617134,1,4,2,1,0,0
15783029,1,7,2,1,1,0
15622833,0,10,2,0,0,0
15746422,0,1,1,1,0,0
15750839,1,2,1,1,1,0
15749130,1,1,1,1,1,0
15779862,0,3,1,0,1,1
15767871,1,7,2,1,1,0
15679651,0,1,1,1,0,0
15576219,1,4,2,1,1,0
15699247,0,5,2,1,1,1
15619087,1,1,1,1,1,0
15605327,1,2,2,1,1,0
15610140,0,5,2,1,0,0
15791174,1,1,1,0,1,0
15602373,1,4,2,1,0,0
15762605,1,1,1,1,1,0
15598840,1,1,1,1,0,0
15744279,0,8,2,1,1,0
15670619,0,8,2,0,0,0
15599533,0,7,2,1,1,0
15757837,1,3,2,1,1,0
15697574,0,9,3,1,1,0
15578738,1,7,1,1,1,0
15762228,1,6,2,1,0,0
15614827,1,8,1,1,1,0
15789815,0,5,2,1,0,0
15579781,1,10,1,1,0,0
15587013,0,7,1,1,1,0
15570932,1,7,2,1,1,1
15794661,1,2,2,1,0,0
15581654,1,7,2,0,1,0
15644296,0,8,1,1,0,0
15614420,0,0,2,1,1,0
15609653,0,6,1,1,0,1
15594577,1,10,2,1,1,0
15584114,0,2,2,1,1,0
15673367,1,6,1,1,0,0
15685576,0,6,2,1,1,0
15774727,0,1,2,0,0,0
15694288,1,3,2,1,0,0
15603319,1,2,1,0,0,0
15759066,0,5,1,1,0,1
15814816,1,4,1,1,0,1
15724402,0,8,2,1,0,0
15571059,0,3,1,1,0,1
15674206,0,8,2,1,1,0
15715160,1,2,2,1,1,0
15730448,1,5,1,1,1,0
15662067,1,8,1,1,0,0
15779581,0,3,2,0,1,1
15662901,1,2,2,0,1,0
15689751,0,2,1,0,0,0
15667742,1,5,1,0,1,0
15738448,0,3,2,0,0,0
15680243,1,7,1,1,0,0
15745083,1,8,1,0,0,1
15708228,1,3,1,1,0,0
15628523,0,3,2,1,1,0
15708196,1,8,1,1,1,0
15735549,1,3,2,1,1,0
15809347,1,9,1,1,0,0
15660866,0,3,2,1,0,0
15766609,0,10,2,1,0,0
15654230,1,5,1,1,0,0
15794566,0,4,2,1,1,1
15800890,0,6,2,1,1,0
15697424,0,2,1,1,1,1
15724536,0,1,2,1,1,0
15735878,0,10,1,0,0,1
15707596,0,8,2,1,1,1
15657163,1,1,2,1,0,0
15622478,0,7,3,1,0,1
15779529,1,7,2,1,1,0
15636023,0,10,1,1,1,1
15582066,1,4,1,1,1,0
15666675,0,7,1,1,1,0
15732987,1,3,1,0,0,0
15789432,1,6,2,1,0,0
15663161,0,5,1,0,0,1
15694879,0,7,2,1,0,0
15593715,1,3,1,1,0,0
15575002,1,4,1,1,0,0
15622171,1,8,2,1,0,0
15795224,1,6,1,1,0,1
15685346,0,4,1,1,1,0
15691808,1,7,1,1,0,0
15721007,1,8,1,0,0,1
15794253,0,6,2,0,1,0
15694453,1,9,2,1,1,0
15813113,0,5,1,1,0,1
15614187,0,3,2,0,1,0
15619407,1,4,1,1,1,0
15646227,0,1,1,1,0,0
15660541,1,5,1,1,0,0
15753874,1,10,1,0,1,0
15617877,1,0,2,1,1,0
15772073,1,10,1,1,0,1
15701537,1,2,1,1,1,1
15736228,0,3,1,1,1,0
15780572,1,4,2,1,0,0
15769596,0,2,2,0,0,1
15586996,0,7,2,0,1,0
15722061,0,8,2,1,0,0
15638003,1,1,1,0,1,0
15775590,0,2,1,0,0,1
15730688,0,8,2,1,1,1
15753102,1,6,1,1,0,0
15810075,0,6,2,1,1,1
15723373,0,8,1,1,0,0
15795298,0,9,2,0,1,0
15584320,0,3,1,0,0,0
15724161,0,9,4,1,0,1
15750056,0,6,1,1,1,0
15609637,1,7,2,0,1,0
15794493,1,7,2,1,1,0
15569641,0,8,1,1,0,1
15815236,1,5,2,0,0,0
15811177,0,3,1,1,0,0
15680587,1,4,1,1,0,0
15672821,1,5,2,1,1,0
15767681,1,9,2,0,1,0
15600379,1,7,1,0,1,0
15801336,0,8,1,1,1,1
15721592,0,5,2,1,0,0
15581282,0,6,1,1,0,0
15746203,1,4,1,0,1,1
15583137,0,7,2,1,1,1
15680752,0,0,1,1,1,1
15688172,1,5,2,1,0,0
15791373,0,2,1,0,0,1
15589449,0,3,3,1,1,1
15692819,1,1,1,0,0,0
15727467,0,3,2,1,0,0
15734312,1,6,2,1,1,0
15764604,0,7,3,1,0,1
15613014,1,1,2,1,0,0
15759684,0,7,2,0,1,0
15609669,0,4,2,1,1,0
15685536,0,5,2,1,1,0
15750447,0,10,1,1,0,1
15663249,0,9,1,1,0,0
15638646,0,1,1,1,1,0
15734161,1,6,2,1,0,0
15631070,1,9,1,1,1,1
15761950,0,9,1,1,1,1
15649668,0,10,2,1,1,0
15713912,0,8,1,0,1,0
15586757,0,4,1,1,1,0
15596522,0,2,2,1,0,0
15625395,0,6,1,1,1,0
15760570,1,5,2,1,0,0
15566689,1,8,2,1,1,0
15725794,0,1,1,1,0,1
15673539,0,3,1,1,0,0
15705298,1,0,1,0,0,0
15675791,1,4,2,1,0,0
15747043,1,4,2,0,0,0
15736397,1,1,1,1,0,0
15678201,0,1,1,1,1,1
15720745,1,4,1,1,1,0
15637593,1,6,2,1,0,0
15598070,0,4,1,1,0,0
15787550,1,3,2,1,1,0
15603942,1,3,3,0,1,1
15733973,0,8,1,1,0,1
15596761,1,9,1,1,0,1
15652400,1,2,1,0,1,0
15717893,1,8,1,1,0,0
15622585,1,7,1,1,1,0
15733964,0,1,1,1,1,0
15753861,0,1,2,0,0,0
15747097,1,10,1,1,1,1
15594762,1,1,1,1,1,0
15667417,1,9,1,1,0,0
15684861,0,8,2,0,0,0
15742204,1,6,1,0,1,0
15623502,0,4,1,1,1,0
15774872,1,10,2,1,0,0
15611191,0,10,2,1,1,0
15674331,1,7,2,0,0,0
15619465,0,2,2,0,1,0
15575247,1,1,2,1,0,0
15695679,1,2,1,0,0,0
15713463,0,2,1,1,0,1
15785170,0,0,1,0,0,0
15796351,1,1,2,1,1,0
15639576,1,9,1,1,0,0
15693264,0,10,2,1,1,0
15589715,0,5,1,1,0,1
15769902,0,6,2,1,1,0
15587177,1,6,1,1,0,0
15814553,0,5,2,1,1,0
15601550,1,6,1,1,1,0
15664907,1,1,1,1,0,1
15612465,1,9,2,1,1,0
15810800,0,0,1,1,1,0
15665760,1,7,2,0,1,0
15588080,1,6,1,1,0,1
15776844,0,6,2,1,0,0
15717560,1,0,1,1,0,1
15629739,0,8,1,1,1,0
15729908,0,10,1,0,0,0
15716781,1,7,1,0,1,0
15646936,0,2,2,1,1,0
15768151,0,3,1,0,1,1
15579212,1,6,1,1,0,1
15721835,1,7,1,1,0,0
15800515,1,5,1,1,0,0
15591279,1,3,1,0,1,0
15587419,1,8,2,0,1,1
15750335,1,0,3,1,0,1
15699619,1,10,1,1,0,0
15606472,0,5,1,1,1,0
15778368,1,4,1,1,0,1
15671387,0,4,2,0,0,0
15573926,1,7,2,0,0,0
15709183,0,3,1,1,1,0
15577514,0,7,1,1,1,0
15778830,1,2,2,1,0,0
15768072,0,2,1,0,0,1
15768293,1,3,2,1,1,0
15654456,1,6,1,0,0,1
15807525,1,2,2,1,0,1
15574372,1,5,2,1,0,0
15671249,0,2,2,1,0,0
15779744,1,1,1,1,1,0
15624755,0,3,1,1,0,0
15611430,1,5,1,1,0,1
15774744,1,7,2,1,0,0
15629885,0,7,1,1,0,0
15708791,1,9,1,0,0,0
15793890,0,4,1,1,1,1
15646091,0,4,2,1,0,1
15596984,0,6,1,1,1,1
15800215,1,3,2,0,1,0
15577806,0,1,1,1,1,0
15749381,0,2,1,1,0,0
15683758,1,7,1,1,0,0
15670615,1,7,2,1,0,0
15715622,0,3,1,0,1,1
15707634,0,2,2,1,1,0
15806901,0,2,1,1,1,0
15775335,0,4,2,1,0,0
15724150,1,9,1,1,1,0
15627220,0,9,1,0,0,1
15672330,0,1,2,0,1,0
15668521,1,1,2,1,1,0
15807837,0,6,1,1,1,0
15592570,0,8,2,1,0,0
15748589,0,9,2,1,0,0
15635893,0,8,2,1,1,0
15757632,0,1,2,1,0,0
15691863,0,3,2,1,1,0
15706071,1,0,1,0,1,1
15654296,0,9,1,1,0,0
15755018,0,10,2,1,0,0
15594041,0,2,1,1,0,0
15670587,1,10,2,1,0,0
15724527,1,9,2,1,1,0
15801904,1,0,2,1,0,1
15658195,1,5,1,1,1,0
15630113,1,4,1,1,1,0
15784320,0,3,1,1,1,1
15676513,1,8,1,1,0,0
15574072,0,8,1,1,1,0
